Country,TradeType,12/1/2022,11/1/2022,10/1/2022,9/1/2022,8/1/2022,7/1/2022,6/1/2022,5/1/2022,4/1/2022,3/1/2022,2/1/2022,1/1/2022,12/1/2021,11/1/2021,10/1/2021,9/1/2021,8/1/2021,7/1/2021,6/1/2021,5/1/2021,4/1/2021,3/1/2021,2/1/2021,1/1/2021,12/1/2020,11/1/2020,10/1/2020,9/1/2020,8/1/2020,7/1/2020,6/1/2020,5/1/2020,4/1/2020,3/1/2020,2/1/2020,1/1/2020
Other Countries In Oceania,Exports,691400,650476,658085,708359,823524,728717,707093,681505,742237,508917,578405,531186,499593,491014,425155,426439,430472,426835,415067,399373,424102,368318,431246,377216,345987,319859,315235,334003,336797,292682,258498,214693,347044,441282,605285,590793
Other Countries In Oceania,Imports,1577,3090,269,664,441,2880,1032,422,254,1570,1231,555,242,654,841,1233,11673,165,1024,374,707,583,6180,299,3960,6415,4694,13863,5759,2701,1257,714,2366,346,848,2103
Other Countries In Oceania,TradeBalance,689823,647386,657816,707695,823083,725837,706061,681083,741983,507347,577174,530631,499351,490360,424314,425206,418799,426670,414043,398999,423395,367735,425066,376917,342027,313444,310541,320140,331038,289981,257241,213979,344678,440936,604437,588690
Pakistan,Exports,183923,111265,66674,226902,132621,313964,154897,96075,124061,136729,104044,109592,113172,134061,347067,144473,188100,134201,112620,132392,142533,94380,80077,114767,85678,97269,81263,66813,133325,73067,72764,58553,47275,73769,171549,175338
Pakistan,Imports,7334,10169,6327,5272,9692,4988,6725,6176,9552,8074,16731,6204,8281,11999,6406,10234,6735,8455,7214,6279,5213,8097,10003,6549,8647,4441,30589,5323,15132,5407,3077,3489,4851,7095,7837,7491
Pakistan,TradeBalance,176589,101096,60347,221630,122929,308976,148172,89899,114509,128655,87313,103388,104891,122062,340661,134239,181365,125746,105406,126113,137320,86283,70074,108218,77031,92828,50674,61490,118193,67660,69687,55064,42424,66674,163712,167847
Palau,Imports,1,0,0,0,6,0,0,0,0,137,0,0,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Palau,TradeBalance,-1,0,0,0,-6,0,0,0,0,-137,0,0,-65,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0
Panama,Imports,127,116,175,328,424,131,403,337,327,193,29,102,2090,354,335,265,138,787,275,110,149,273,221,307,193,2139,560,83,137,67,162,1300,1549,241,366,691
Panama,TradeBalance,-127,-116,-175,-328,-424,-131,-403,-337,-327,-193,-29,-102,-2090,-354,-335,-265,-138,-787,-275,-110,-149,-273,-221,-307,-193,-2139,-560,-83,-137,-67,-162,-1300,-1549,-241,-366,-691
Papua New Guinea,Exports,84412,80267,102466,114715,75179,117535,86614,178814,90152,90348,96879,80775,71805,73323,68151,65586,66963,34614,70882,38503,60025,67297,37434,75515,63337,40719,62190,53035,45468,54761,46108,35924,65185,69351,78522,105812
Papua New Guinea,Imports,23124,12724,10221,14332,104656,21087,15351,27361,10765,16279,13742,10972,14981,82962,74860,13015,71162,72611,68957,71370,37545,42577,3669,7692,11259,2904,4994,19019,58693,10878,51298,21622,86087,1323,121520,1883
Papua New Guinea,TradeBalance,61288,67543,92245,100383,-29477,96448,71263,151453,79387,74069,83137,69803,56824,-9639,-6709,52571,-4199,-37997,1925,-32867,22480,24720,33765,67823,52078,37815,57196,34016,-13225,43883,-5190,14302,-20902,68028,-42998,103929
Paraguay,Exports,563,626,987,1297,283,222,1521,523,494,419,382,1677,713,1007,726,148,443,664,429,371,1663,385,457,484,2166,600,445,1032,985,411,233,955,308,194,809,306
Paraguay,Imports,681,281,487,235,513,423,832,945,422,557,404,172,341,185,464,550,663,327,396,232,402,291,34,359,127,66,134,215,102,126,169,47,4,190,132,96
Paraguay,TradeBalance,-118,345,500,1062,-230,-201,689,-422,72,-138,-22,1505,372,822,262,-402,-220,337,33,139,1261,94,423,125,2039,534,311,817,883,285,64,908,304,4,677,210
Peru,Exports,11791,8651,7898,10393,9050,9116,11348,9728,9506,7640,11823,8443,11564,12624,7368,8286,11184,8858,7252,6540,4768,8272,5422,6264,6953,9320,16089,4889,5884,5655,7489,7726,5264,6874,7514,6536
Peru,Imports,3464,2155,11670,14741,1888,3042,12092,7394,1267,1044,846,1656,3061,1570,1279,898,946,5178,2167,1527,1088,1386,1472,1340,3387,5008,9386,12164,3067,2521,1455,981,2908,1935,2485,3375
Peru,TradeBalance,8327,6496,-3772,-4348,7162,6074,-744,2334,8239,6596,10977,6787,8503,11054,6089,7388,10238,3680,5085,5013,3680,6886,3950,4924,3566,4312,6703,-7275,2817,3134,6034,6745,2356,4939,5029,3161
Philippines,Exports,1116549,1118234,1229078,1367212,1654932,1430283,1455141,1194254,1225542,1206732,898526,1082779,1170890,1329198,980583,903601,1005828,965175,981095,908860,1009146,1066012,1001918,982646,888000,814908,916638,877251,849391,1014441,896456,692502,567314,821266,868932,1048522
Philippines,Imports,592778,581054,646820,599147,1121526,1358580,1219107,1165111,1126651,1112063,962299,1024236,1111297,929167,946558,909166,986348,934416,854834,895423,861358,898912,821546,743341,818118,785946,757489,834705,857117,973394,889759,733533,600246,758664,759531,730334
Philippines,TradeBalance,523771,537180,582258,768065,533406,71703,236034,29143,98891,94669,-63773,58543,59593,400031,34025,-5565,19480,30759,126261,13437,147788,167100,180372,239305,69882,28962,159149,42546,-7726,41047,6697,-41031,-32932,62602,109401,318188
Poland,Exports,53076,63246,47942,53511,48436,57658,57747,51670,65823,50459,39804,60979,59941,56197,50546,51404,49199,45140,43915,49028,46944,54932,37660,46014,53566,54076,48649,41626,40421,36221,27678,28652,26595,37580,41220,50945
Poland,Imports,61324,59504,72936,82610,64268,57608,64196,68693,68894,82195,57103,60535,79301,67425,64253,65538,61559,57666,58077,53098,61091,59145,45736,47566,57325,53148,45656,50657,39813,38295,40937,35833,49027,53397,58527,50706
Poland,TradeBalance,-8248,3742,-24994,-29099,-15832,50,-6449,-17023,-3071,-31736,-17299,444,-19360,-11228,-13707,-14134,-12360,-12526,-14162,-4070,-14147,-4213,-8076,-1552,-3759,928,2993,-9031,608,-2074,-13259,-7181,-22432,-15817,-17307,239
Portugal,Exports,123349,74028,81811,149219,100757,141847,86877,82412,138630,70003,69206,56042,59486,67869,58961,50150,61307,47079,46457,44171,45391,44301,34872,46491,30815,33579,30497,26513,31643,25488,19641,14869,19389,37641,173042,79493
Portugal,Imports,31026,33086,39971,47500,45507,46337,46698,36291,32570,27227,26909,79995,40730,46248,31786,23695,37947,23965,26654,29598,21087,25598,26206,31518,37606,32639,24745,25179,29154,39276,40270,28262,33372,23454,25936,43064
Portugal,TradeBalance,92323,40942,41840,101719,55250,95510,40179,46121,106060,42776,42297,-23953,18756,21621,27175,26455,23360,23114,19803,14573,24304,18703,8666,14973,-6791,940,5752,1334,2489,-13788,-20629,-13393,-13983,14187,147106,36429
Puerto Rico,Exports,4234,56271,49109,74606,32665,88272,88641,68112,44964,72734,42760,61126,50839,71697,58921,66397,61679,153908,202000,174375,204614,53094,174228,119996,21145,98322,75095,58576,108383,86994,101227,213163,214925,126074,141569,210260
Puerto Rico,Imports,8375,16518,5480,9831,14898,16567,9667,12158,16699,8633,14619,7191,9797,7702,8677,7255,9454,10550,13472,10596,14897,12719,6070,7893,15952,8948,18630,9590,3825,7209,7998,8257,13656,19178,9634,8214
Puerto Rico,TradeBalance,-4141,39753,43629,64775,17767,71705,78974,55954,28265,64101,28141,53935,41042,63995,50244,59142,52225,143358,188528,163779,189717,40375,168158,112103,5193,89374,56465,48986,104558,79785,93229,204906,201269,106896,131935,202046
Qatar,Exports,64520,172041,99750,95392,101056,96592,91131,95147,83902,106031,92609,56135,73090,84556,104376,85148,72064,72604,91253,67345,91589,116734,73835,79839,50873,47072,142721,59239,44457,59271,33201,25870,39314,232164,86612,63229
Qatar,Imports,640131,476149,528921,766915,827737,692186,651773,557744,567212,304196,599833,429490,665939,795068,603117,671183,561152,819056,509496,310420,431580,542262,466001,347096,205269,367074,255004,235402,256288,232299,292131,263401,394261,655950,1012134,699137
Qatar,TradeBalance,-575611,-304108,-429171,-671523,-726681,-595594,-560642,-462597,-483310,-198165,-507224,-373355,-592849,-710512,-498741,-586035,-489088,-746452,-418243,-243075,-339991,-425528,-392166,-267257,-154396,-320002,-112283,-176163,-211831,-173028,-258930,-237531,-354947,-423786,-925522,-635908
Republic Of Korea,Exports,2865718,2165065,2330102,2896148,2412712,2397646,2915966,2146717,2343752,2390691,1725244,2139479,2446975,2260605,2267930,2086562,2213401,2203509,2429471,1945102,2431299,2385768,1831886,1941984,2170792,1791427,1813083,1848431,1896800,2083189,2112428,1483638,1646735,2203105,2064426,2003359
Republic Of Korea,Imports,3207322,2863026,3044583,3113799,3841813,4382579,4120895,3678194,3557581,4028469,3042073,3341610,3432708,3111651,2662036,2896750,2540005,2545749,2352789,2155556,2052039,2390216,1792797,1863922,2111471,1825903,1863340,1783968,1438583,1808738,1506803,1285241,1815269,2006546,1927140,2078134
Republic Of Korea,TradeBalance,-341604,-697961,-714481,-217651,-1429101,-1984933,-1204929,-1531477,-1213829,-1637778,-1316829,-1202131,-985733,-851046,-394106,-810188,-326604,-342240,76682,-210454,379260,-4448,39089,78062,59321,-34476,-50257,64463,458217,274451,605625,198397,-168534,196559,137286,-74775
Saudi Arabia,Exports,102899,106397,242241,310368,119219,131655,99753,87918,92988,101324,68465,92452,94612,88761,88324,159552,185671,76219,95390,72854,72107,82898,121528,138420,117440,130643,383010,279326,119236,146683,128019,76943,84083,90619,115931,109237
Saudi Arabia,Imports,801168,866619,1010564,954922,1081996,1003667,946997,1441814,767599,1701009,1040074,920723,1061601,684635,634685,455760,662959,801349,1021200,402063,489029,794911,538287,740428,718909,499098,476869,1127040,648954,455710,405429,425003,432733,435911,673261,669964
Saudi Arabia,TradeBalance,-698269,-760222,-768323,-644554,-962777,-872012,-847244,-1353896,-674611,-1599685,-971609,-828271,-966989,-595874,-546361,-296208,-477288,-725130,-925810,-329209,-416922,-712013,-416759,-602008,-601469,-368455,-93859,-847714,-529718,-309027,-277410,-348060,-348650,-345292,-557330,-560727
Slovak Republic,Exports,1217,2481,11506,11752,8491,7196,4725,4547,5283,3207,3637,7025,7541,17793,25664,22473,16048,8584,23025,7668,17124,7573,23128,17610,13013,2612,2018,1908,2655,1910,1659,1933,2413,2584,3068,2113
Slovak Republic,Imports,9115,7487,9522,7399,10549,10839,7301,9303,8311,8786,6294,9865,19244,9600,8960,7722,7641,11291,11325,10824,10116,9032,7707,8307,13720,8318,8711,7723,9106,8090,6745,7101,12895,11601,8328,9510
Slovak Republic,TradeBalance,-7898,-5006,1984,4353,-2058,-3643,-2576,-4756,-3028,-5579,-2657,-2840,-11703,8193,16704,14751,8407,-2707,11700,-3156,7008,-1459,15421,9303,-707,-5706,-6693,-5815,-6451,-6180,-5086,-5168,-10482,-9017,-5260,-7397
Slovenia,Exports,4546,6222,5236,2679,2361,6190,5771,1988,4834,3457,3112,36764,3612,37348,2085,3760,1758,3405,1720,4669,8742,5032,2064,3255,5651,2954,5755,6963,2511,2627,3321,2033,4166,4278,4599,3703
Slovenia,Imports,7106,8502,8759,7816,7957,7600,6371,7274,7804,6130,5385,5564,8420,7839,7535,6895,7567,6739,9319,7463,6274,5945,4852,5404,4797,4560,4601,4417,5942,6289,4166,8059,5607,6647,3840,4095
Slovenia,TradeBalance,-2560,-2280,-3523,-5137,-5596,-1410,-600,-5286,-2970,-2673,-2273,31200,-4808,29509,-5450,-3135,-5809,-3334,-7599,-2794,2468,-913,-2788,-2149,854,-1606,1154,2546,-3431,-3662,-845,-6026,-1441,-2369,759,-392
Solomon Islands,Exports,6018,7120,7749,9035,13854,21651,5764,18051,9826,5274,4775,6286,7976,5435,10623,8087,8025,3552,6254,4803,4914,10205,4668,8081,4351,1402,4965,2839,6997,3664,3516,2043,2390,2287,2525,6109
Solomon Islands,Imports,3,13,21,4,2,0,5,8,0,0,3,0,0,3,0,0,2,0,6,0,1,0,1,111,248,0,69,255,213,398,0,1,0,5,1,0
Solomon Islands,TradeBalance,6015,7107,7728,9031,13852,21651,5759,18043,9826,5274,4772,6286,7976,5432,10623,8087,8023,3552,6248,4803,4913,10205,4667,7970,4103,1402,4896,2584,6784,3266,3516,2042,2390,2282,2524,6109
South Sudan,Imports,33107,27952,0,14777,0,12,16751,0,0,0,0,0,18161,0,52394,20088,23336,0,1019,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,1443
South Sudan,TradeBalance,-33107,-27952,0,-14777,0,-12,-16751,0,0,0,0,0,-18161,0,-52394,-20088,-23336,0,-1019,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,-1443
Spain,Exports,46151,23462,32247,35478,41036,52271,91769,27936,53408,90387,25349,67787,40324,42333,48563,29326,148569,45205,32889,30847,29869,27462,62422,31175,32110,45953,38194,26484,50855,166614,37339,19345,16215,38771,35046,33043
Spain,Imports,262629,245875,184146,209987,200170,178600,317461,189520,274544,295111,160044,161163,224196,241436,136456,127511,127928,161918,158635,151689,122269,152000,74255,96740,122939,102382,108532,105065,96174,116899,90908,111422,83269,130455,130066,122480
Spain,TradeBalance,-216478,-222413,-151899,-174509,-159134,-126329,-225692,-161584,-221136,-204724,-134695,-93376,-183872,-199103,-87893,-98185,20641,-116713,-125746,-120842,-92400,-124538,-11833,-65565,-90829,-56429,-70338,-78581,-45319,49715,-53569,-92077,-67054,-91684,-95020,-89437
Sri Lanka,Exports,134049,133349,93118,191920,121017,73049,54396,94567,94393,145333,136719,156549,152800,193618,194731,157467,161009,77275,82255,93560,197683,105115,85550,72761,80989,141900,117123,140705,120872,150201,115818,40574,45174,128041,135836,121200
Sri Lanka,Imports,10737,12169,14721,13436,12789,13242,13958,10004,11842,10342,10057,10925,11878,11604,10088,9654,9726,8714,9428,5896,7863,32912,14725,15355,23637,6557,8767,12610,8154,16097,5687,9588,8402,6493,9415,8913
Sri Lanka,TradeBalance,123312,121180,78397,178484,108228,59807,40438,84563,82551,134991,126662,145624,140922,182014,184643,147813,151283,68561,72827,87664,189820,72203,70825,57406,57352,135343,108356,128095,112718,134104,110131,30986,36772,121548,126421,112287
St Vincent & The Grenadines,Imports,0,0,2,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,41,1,0,0,6,0,2,0,0,4,0,0,0,4,1,3
St Vincent & The Grenadines,TradeBalance,0,0,-2,-21,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-41,-1,0,0,-6,0,-2,0,0,-4,0,0,0,-4,-1,-3
Sweden,Exports,14099,18936,21361,21764,18788,19968,22822,11129,20895,24562,14674,13597,13487,17510,18183,13183,16880,11893,14913,16732,20342,17025,14152,13449,14856,17257,16722,18006,15439,9140,14999,12139,18116,18976,24780,21083
Sweden,Imports,162253,196484,180230,143127,107557,181260,168909,170417,163301,257417,175309,149089,181120,175272,204238,166433,209660,176030,185878,158396,173900,150127,123206,128405,161400,111295,134101,114475,84892,123624,125208,116142,129160,220796,98183,118465
Sweden,TradeBalance,-148154,-177548,-158869,-121363,-88769,-161292,-146087,-159288,-142406,-232855,-160635,-135492,-167633,-157762,-186055,-153250,-192780,-164137,-170965,-141664,-153558,-133102,-109054,-114956,-146544,-94038,-117379,-96469,-69453,-114484,-110209,-104003,-111044,-201820,-73403,-97382
Switzerland,Exports,311701,328426,362032,579719,440859,246381,309727,279856,466125,448109,225132,297857,310323,347697,479744,243301,319573,724846,366378,156627,332143,552170,291569,474727,118009,226803,582541,188549,242450,405589,302811,137199,434360,390795,213962,253980
Switzerland,Imports,992687,949410,1811943,1758858,1420434,1937455,941426,1433645,844154,1000366,988959,1374633,773415,991215,975916,982530,592419,880337,627453,918046,1004553,1901500,639679,753225,631159,798242,597361,597220,818335,726897,560427,446190,482705,832311,724391,970886
Switzerland,TradeBalance,-680986,-620984,-1449911,-1179139,-979575,-1691074,-631699,-1153789,-378029,-552257,-763827,-1076776,-463092,-643518,-496172,-739229,-272846,-155491,-261075,-761419,-672410,-1349330,-348110,-278498,-513150,-571439,-14820,-408671,-575885,-321308,-257616,-308991,-48345,-441516,-510429,-716906
Syrian Arab Republic,Exports,260,62,116,85,0,147,84,0,54,88,839,54,0,263,576,52,488,243,0,260,836,0,12,124,1,256,6,296,647,680,1525,1977,42,757,1046,218
Syrian Arab Republic,Imports,0,0,3,17,0,0,32,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,87,0,0,0,7,0,1,0,0,1,0,4
Syrian Arab Republic,TradeBalance,260,62,113,68,0,147,52,0,54,84,839,54,0,263,576,50,488,243,0,259,836,0,12,124,-86,256,6,296,640,680,1524,1977,42,756,1046,214
Taiwan,Exports,2768573,2667565,3034201,2875136,2621213,3301359,3102858,2832744,3158164,3112130,2484476,2849971,2942434,3012214,2737217,2484410,2978902,2677135,2374868,2356025,2431138,2661713,2207809,2422816,2729473,2191565,2127798,2200083,2029872,2076340,2016863,1723954,2063432,2122623,1972685,1879918
Taiwan,Imports,5357878,5319407,6484560,5683947,7174679,7306972,7548824,6676629,6866989,7467443,6469836,6978727,6949931,6462480,6053996,6184737,6519894,6094544,5420654,4846977,5220537,5375548,4566233,4930154,4911663,4524369,4501984,4566452,4235913,4299946,4333513,3711610,3910062,3852722,3647659,3571356
Taiwan,TradeBalance,-2589305,-2651842,-3450359,-2808811,-4553466,-4005613,-4445966,-3843885,-3708825,-4355313,-3985360,-4128756,-4007497,-3450266,-3316779,-3700327,-3540992,-3417409,-3045786,-2490952,-2789399,-2713835,-2358424,-2507338,-2182190,-2332804,-2374186,-2366369,-2206041,-2223606,-2316650,-1987656,-1846630,-1730099,-1674974,-1691438
Thailand,Exports,1790423,1762557,1965567,2241114,2254888,2197398,1931552,2033102,2071321,1997489,1645446,2225138,1988820,1714880,1629858,1727737,1907122,1710339,1782396,1660820,1691105,1840984,1410067,1906010,1582628,1708670,1722178,1592499,1573936,1452448,1309206,1215694,1408737,2504510,1703571,1689722
Thailand,Imports,1116398,1241990,1431165,1343781,1511871,1636787,2034027,1440319,1529457,2248986,1231562,1239894,1451572,1283600,1180430,1160078,1228663,1225879,1146806,1122697,887173,916087,813753,746376,938739,741260,906194,902423,1440609,1205586,801372,995812,1983188,1087792,1371864,1119938
Thailand,TradeBalance,674025,520567,534402,897333,743017,560611,-102475,592783,541864,-251497,413884,985244,537248,431280,449428,567659,678459,484460,635590,538123,803932,924897,596314,1159634,643889,967410,815984,690076,133327,246862,507834,219882,-574451,1416718,331707,569784
Trinidad & Tobago,Imports,64,2854,31,58,80568,3033,73,47,55,24,30,68,44,27,189,80,89,51,58,51,56,115,43,29,29405,11,10,69,32,50,609,41,52,77,27,26
Trinidad & Tobago,TradeBalance,-64,-2854,-31,-58,-80568,-3033,-73,-47,-55,-24,-30,-68,-44,-27,-189,-80,-89,-51,-58,-51,-56,-115,-43,-29,-29405,-11,-10,-69,-32,-50,-609,-41,-52,-77,-27,-26
Tuvalu,Imports,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0
Tuvalu,TradeBalance,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,-1,-29,0,0,0,0,0
United Arab Emirates,Exports,625765,901306,573275,813202,975155,586314,456655,735218,530153,675048,505840,810537,504715,572477,490172,487901,367587,345748,431532,353291,418939,529311,529671,362485,386777,386238,359902,319082,424018,269358,261461,190829,219470,411904,524626,457369
United Arab Emirates,Imports,1212293,1205738,1642118,2315066,1629843,2225339,1812158,2110593,2076593,2307579,1486825,1619973,2186761,1644999,1901779,1800164,1450713,1438091,1125208,1287523,1142398,1142123,1007019,716893,899563,374463,666893,1798522,601540,384810,318246,453294,526619,635944,1134202,816041
United Arab Emirates,TradeBalance,-586528,-304432,-1068843,-1501864,-654688,-1639025,-1355503,-1375375,-1546440,-1632531,-980985,-809436,-1682046,-1072522,-1411607,-1312263,-1083126,-1092343,-693676,-934232,-723459,-612812,-477348,-354408,-512786,11775,-306991,-1479440,-177522,-115452,-56785,-262465,-307149,-224040,-609576,-358672
United Kingdom,Exports,360897,322583,357153,379348,498657,405922,397429,391484,378595,426125,451265,330083,324315,385453,380694,383558,628301,498178,355144,364775,336185,372084,304588,317961,294080,236817,265371,670230,1174141,283611,1006811,296497,440803,397029,422200,362682
United Kingdom,Imports,940088,1050419,859994,1131385,753406,802819,909903,985209,873970,886714,769356,948415,799724,1000940,691322,682080,649629,793211,844336,569827,691934,878956,750573,858409,755324,635420,802840,762179,863043,830637,739542,1104023,849831,1136172,1321706,1104098
United Kingdom,TradeBalance,-579191,-727836,-502841,-752037,-254749,-396897,-512474,-593725,-495375,-460589,-318091,-618332,-475409,-615487,-310628,-298522,-21328,-295033,-489192,-205052,-355749,-506872,-445985,-540448,-461244,-398603,-537469,-91949,311098,-547026,267269,-807526,-409028,-739143,-899506,-741416
United States,Exports,4671228,4787358,5070780,5278523,6094432,4854897,5413551,4487599,5451780,6504517,4036717,5127133,4684874,4604658,4433961,4361404,4240841,3923594,4191522,4520742,4298002,4526456,3789887,3808376,4720384,4297062,4051550,3842487,3846306,5935191,4015195,4933943,5439082,4782306,4258825,3929020
United States,Imports,5314219,5832049,6163496,6537215,6575058,6158055,6219803,6889723,6441534,5939553,4444812,4451719,5184086,4928752,4870712,4593607,4826352,4579501,4418947,4182550,5035984,4466412,3573937,3688415,3794181,3535956,4161758,3906548,3476117,3815609,3825437,3554966,4408653,5001588,4398257,4497881
United States,TradeBalance,-642991,-1044691,-1092716,-1258692,-480626,-1303158,-806252,-2402124,-989754,564964,-408095,675414,-499212,-324094,-436751,-232203,-585511,-655907,-227425,338192,-737982,60044,215950,119961,926203,761106,-110208,-64061,370189,2119582,189758,1378977,1030429,-219282,-139432,-568861
Uruguay,Exports,3822,947,1885,969,2100,2455,1693,2026,1239,931,1558,1943,1117,1578,718,1663,882,1731,1047,858,690,1942,453,1010,567,1025,1782,886,1454,1179,663,933,394,1159,443,1250
Uruguay,Imports,635,779,1123,3311,806,5398,1982,27476,2387,130093,3137,15600,2479,2914,2290,1344,1076,837,1879,1146,516,2554,925,365,1254,996,544,99,13,1695,1849,1334,1991,1136,543,1205
Uruguay,TradeBalance,3187,168,762,-2342,1294,-2943,-289,-25450,-1148,-129162,-1579,-13657,-1362,-1336,-1572,319,-194,894,-832,-288,174,-612,-472,645,-687,29,1238,787,1441,-516,-1186,-401,-1597,23,-100,45
Venezuela,Exports,39,482,676,64,136,261,28,180,438,369,109,285,76,882,31,1181,17,215,74,105,949,37,8,3395,15,131,26,7,52,5,149,417,179,214,464,99
Venezuela,Imports,89,720,885,238,803,442,251,113,140,4,17,38,0,0,3,8,8,421,241,148,74,22,217,39,128,70,7,37,9,29,34,87,27,91,135,1266
Venezuela,TradeBalance,-50,-238,-209,-174,-667,-181,-223,67,298,365,92,247,76,882,28,1173,9,-206,-167,-43,875,15,-209,3356,-113,61,19,-30,43,-24,115,330,152,123,329,-1167
"Vietnam, Socialist Republic Of",Exports,1958783,1568729,1730554,2375792,2259090,2086867,2151719,1872698,1922464,2236449,1770380,1798392,2274199,1928255,1704354,1715696,1742412,1648685,1741781,1581962,1770996,1758115,1402805,1766128,1636831,1517606,1433309,1499010,1463700,1533658,1563752,1221984,1013515,1378299,1528014,1361099
"Vietnam, Socialist Republic Of",Imports,567388,488956,522441,594893,688285,759728,706136,781847,821194,636576,445527,561237,543819,522067,482411,457422,458180,546322,493850,452596,517227,541037,441952,428287,448861,452676,461096,387740,416849,368501,312667,337519,832510,563463,570763,381987
"Vietnam, Socialist Republic Of",TradeBalance,1391395,1079773,1208113,1780899,1570805,1327139,1445583,1090851,1101270,1599873,1324853,1237155,1730380,1406188,1221943,1258274,1284232,1102363,1247931,1129366,1253769,1217078,960853,1337841,1187970,1064930,972213,1111270,1046851,1165157,1251085,884465,181005,814836,957251,979112
Wallis & Fatuna Islands,Imports,0,0,0,0,0,0,0,1,0,0,0,178,0,0,0,3,0,0,1,0,0,0,21,3,94,55,0,0,0,0,0,0,0,0,0,8
Wallis & Fatuna Islands,TradeBalance,0,0,0,0,0,0,0,-1,0,0,0,-178,0,0,0,-3,0,0,-1,0,0,0,-21,-3,-94,-55,0,0,0,0,0,0,0,0,0,-8
Yemen,Exports,566,1322,700,1464,1463,567,1060,294,351,1368,1326,889,1590,594,694,1096,1509,619,1093,905,1687,1737,1024,2760,585,1927,2007,1350,330,1444,681,640,861,3334,1554,720
Yemen,Imports,629,106,265,48,151,499,245,618,341,172,454,2,687,611,1802,1016,134,958,17,486,116,4,464,0,855,292,2194,1142,35145,67,557,306,87,240,145,70
Yemen,TradeBalance,-63,1216,435,1416,1312,68,815,-324,10,1196,872,887,903,-17,-1108,80,1375,-339,1076,419,1571,1733,560,2760,-270,1635,-187,208,-34815,1377,124,334,774,3094,1409,650
Yemen Democratic,Exports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen Democratic,Imports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen Democratic,TradeBalance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
